,head,relation,tail
2025,01508368,_hypernym,01511706
2026,01509584,_derivationally_related_form,00567044
2027,01509584,_hypernym,01508368
2028,01509584,_verb_group,01506157
2029,01511706,_derivationally_related_form,00045250
2030,01511706,_derivationally_related_form,14691822
2031,01512259,_derivationally_related_form,00298497
2032,01512259,_derivationally_related_form,00567044
2033,01512259,_derivationally_related_form,00572489
2034,01512259,_derivationally_related_form,10035430
2035,01512259,_hypernym,01511706
2036,01516534,_also_see,01352996
2037,01516534,_derivationally_related_form,00798245
2038,01516534,_derivationally_related_form,04050410
2039,01516534,_verb_group,01646300
2040,01516534,_verb_group,02505358
2041,01545883,_hypernym,02604760
2042,01548718,_derivationally_related_form,00397760
2043,01548718,_derivationally_related_form,06428646
2044,01548718,_hypernym,01549187
2045,01549187,_hypernym,00173338
2046,01549719,_hypernym,01548718
2047,01552519,_also_see,01255967
2048,01552519,_also_see,01259458
2049,01552519,_also_see,01309701
2050,01552519,_also_see,01549719
2051,01552519,_also_see,01554799
2052,01552519,_derivationally_related_form,03154073
2053,01552519,_hypernym,01556921
2054,01554799,_hypernym,01659248
2055,01555742,_hypernym,01552519
2056,01556921,_derivationally_related_form,00383606
2057,01556921,_hypernym,01850315
2058,01557614,_also_see,01180695
2059,01557614,_derivationally_related_form,00007846
2060,01558883,_derivationally_related_form,13904843
2061,01575146,_derivationally_related_form,01175316
2062,01575146,_derivationally_related_form,04050410
2063,01592456,_derivationally_related_form,00357275
2064,01592456,_hypernym,01448100
2065,01592456,_verb_group,01592774
2066,01592774,_verb_group,01592456
2067,01593614,_derivationally_related_form,03416329
2068,01593614,_derivationally_related_form,09379111
2069,01593614,_hypernym,01346003
2070,01601234,_derivationally_related_form,00318735
2071,01602318,_derivationally_related_form,02152212
2072,01602318,_hypernym,01601234
2073,01609287,_hypernym,01350449
2074,01609287,_verb_group,01448100
2075,01613463,_also_see,01125429
2076,01613463,_also_see,01475282
2077,01613463,_derivationally_related_form,01179707
2078,01613463,_derivationally_related_form,02543181
2079,01617192,_also_see,01619725
2080,01617192,_also_see,01634424
2081,01617192,_derivationally_related_form,00923995
2082,01617192,_derivationally_related_form,09976429
2083,01619725,_hypernym,01621555
2084,01621555,_derivationally_related_form,00908492
2085,01621555,_derivationally_related_form,00923995
2086,01621555,_derivationally_related_form,03748886
2087,01621555,_derivationally_related_form,04007894
2088,01621555,_derivationally_related_form,05845140
2089,01621555,_derivationally_related_form,08060446
2090,01621555,_derivationally_related_form,10284064
2091,01621555,_derivationally_related_form,10292316
2092,01621555,_verb_group,01640207
2093,01624633,_also_see,01460421
2094,01624633,_derivationally_related_form,01810447
2095,01627965,_derivationally_related_form,01810447
2096,01627965,_derivationally_related_form,02566528
2097,01627965,_derivationally_related_form,04780605
2098,01628302,_also_see,01160031
2099,01628302,_derivationally_related_form,01789270
2100,01628302,_derivationally_related_form,01793177
2101,01628449,_derivationally_related_form,00156390
2102,01628449,_derivationally_related_form,00235435
2103,01628449,_derivationally_related_form,07325190
2104,01628449,_derivationally_related_form,10355449
2105,01628449,_derivationally_related_form,15265518
2106,01628449,_hypernym,01617192
2107,01629958,_derivationally_related_form,05978159
2108,01629958,_derivationally_related_form,05978623
2109,01629958,_derivationally_related_form,07160116
2110,01629958,_derivationally_related_form,07160296
2111,01629958,_derivationally_related_form,10280674
2112,01631830,_derivationally_related_form,00894738
2113,01631830,_derivationally_related_form,06633363
2114,01632411,_derivationally_related_form,00940412
2115,01632411,_derivationally_related_form,00940709
2116,01632411,_derivationally_related_form,00940842
2117,01632411,_derivationally_related_form,05633385
2118,01632411,_derivationally_related_form,05792842
2119,01632411,_derivationally_related_form,06732013
2120,01632411,_derivationally_related_form,10068804
2121,01632411,_derivationally_related_form,10214637
2122,01632411,_derivationally_related_form,10438172
2123,01632411,_hypernym,01631534
2124,01632897,_derivationally_related_form,00105479
2125,01632897,_hypernym,01951480
2126,01633343,_derivationally_related_form,00940842
2127,01633343,_derivationally_related_form,05633385
2128,01633343,_derivationally_related_form,05772215
2129,01633343,_derivationally_related_form,05836275
2130,01633343,_derivationally_related_form,10383816
2131,01634142,_derivationally_related_form,05634219
2132,01634142,_hypernym,01631534
2133,01634424,_derivationally_related_form,00931040
2134,01634424,_derivationally_related_form,06757891
2135,01634424,_derivationally_related_form,10660333
2136,01635176,_derivationally_related_form,00931040
2137,01635176,_derivationally_related_form,06367107
2138,01635176,_derivationally_related_form,06367373
2139,01635176,_derivationally_related_form,06757891
2140,01635176,_hypernym,01619354
2141,01635176,_hypernym,01629276
2142,01636397,_derivationally_related_form,05833840
2143,01637166,_derivationally_related_form,05833840
2144,01637982,_derivationally_related_form,05808218
2145,01637982,_derivationally_related_form,07214432
2146,01637982,_derivationally_related_form,09279458
2147,01637982,_derivationally_related_form,10214637
2148,01637982,_hypernym,01633343
2149,01637982,_verb_group,00721437
2150,01637982,_verb_group,00918872
2151,01637982,_verb_group,02154508
2152,01638368,_derivationally_related_form,05633385
2153,01638368,_derivationally_related_form,05794694
2154,01638368,_derivationally_related_form,05982152
2155,01638368,_derivationally_related_form,10438172
2156,01638368,_hypernym,01631534
2157,01639714,_derivationally_related_form,05633385
2158,01639714,_derivationally_related_form,10438172
2159,01640207,_derivationally_related_form,00643250
2160,01640207,_derivationally_related_form,00923995
2161,01640207,_hypernym,01617192
2162,01641914,_derivationally_related_form,00240184
2163,01641914,_derivationally_related_form,10209082
2164,01641914,_derivationally_related_form,10434725
2165,01641914,_hypernym,01645601
2166,01642437,_derivationally_related_form,10434725
2167,01642437,_hypernym,01641914
2168,01642924,_derivationally_related_form,00834198
2169,01642924,_derivationally_related_form,11410625
2170,01642924,_derivationally_related_form,14311348
2171,01642924,_hypernym,01645601
2172,01643657,_derivationally_related_form,00045250
2173,01643657,_derivationally_related_form,00156390
2174,01643657,_derivationally_related_form,04485226
2175,01643657,_derivationally_related_form,13773539
2176,01644050,_derivationally_related_form,00159177
2177,01644050,_derivationally_related_form,00238527
2178,01644050,_hypernym,01627355
2179,01644522,_derivationally_related_form,00159177
2180,01644522,_derivationally_related_form,00238527
2181,01644522,_hypernym,01642924
2182,01645601,_derivationally_related_form,00042311
2183,01645601,_derivationally_related_form,00322457
2184,01645601,_derivationally_related_form,07326557
2185,01645601,_hypernym,01617192
2186,01646300,_derivationally_related_form,00798245
2187,01646300,_verb_group,01516534
2188,01646300,_verb_group,02505358
2189,01646866,_derivationally_related_form,05827253
2190,01646866,_verb_group,01629958
2191,01647229,_derivationally_related_form,00240184
2192,01647229,_derivationally_related_form,10107303
2193,01647229,_hypernym,01641914
2194,01649999,_derivationally_related_form,00023773
2195,01649999,_derivationally_related_form,00030358
2196,01649999,_derivationally_related_form,00045250
2197,01649999,_derivationally_related_form,00070641
2198,01649999,_derivationally_related_form,07252764
2199,01649999,_derivationally_related_form,09179776
2200,01649999,_derivationally_related_form,09184975
2201,01649999,_derivationally_related_form,14578471
2202,01649999,_hypernym,01645601
2203,01649999,_verb_group,01767949
2204,01649999,_verb_group,01771390
2205,01650610,_derivationally_related_form,00239910
2206,01650610,_derivationally_related_form,07325190
2207,01650610,_derivationally_related_form,15265518
2208,01650610,_hypernym,00348746
2209,01651293,_derivationally_related_form,00795720
2210,01651293,_hypernym,01641914
2211,01651444,_derivationally_related_form,00923995
2212,01651444,_derivationally_related_form,01136519
2213,01651444,_derivationally_related_form,05908520
2214,01651444,_derivationally_related_form,08008335
2215,01651444,_hypernym,01641914
2216,01653013,_hypernym,01617192
2217,01653442,_derivationally_related_form,08060446
2218,01653442,_derivationally_related_form,10292316
2219,01653442,_hypernym,01653873
2220,01653873,_derivationally_related_form,00923995
2221,01653873,_hypernym,01653013
2222,01654628,_derivationally_related_form,00923995
2223,01654628,_derivationally_related_form,09878275
2224,01654628,_hypernym,01617192
2225,01658188,_hypernym,01653873
2226,01659248,_derivationally_related_form,00237078
2227,01659248,_derivationally_related_form,00925207
2228,01659248,_derivationally_related_form,03384535
2229,01659248,_derivationally_related_form,03385117
2230,01659248,_derivationally_related_form,04677514
2231,01659248,_derivationally_related_form,10284064
2232,01659248,_verb_group,01668603
2233,01661804,_derivationally_related_form,00218045
2234,01661804,_derivationally_related_form,03658858
2235,01661804,_hypernym,01619929
2236,01667132,_hypernym,00126264
2237,01668603,_derivationally_related_form,01023820
2238,01680132,_derivationally_related_form,01896031
2239,01680756,_hypernym,01686132
2240,01685313,_derivationally_related_form,00643250
2241,01685313,_derivationally_related_form,00908492
2242,01685313,_derivationally_related_form,09614315
2243,01685313,_hypernym,02367363
2244,01685601,_derivationally_related_form,01104637
2245,01685601,_synset_domain_topic_of,06123363
2246,01685601,_verb_group,01654628
2247,01686132,_derivationally_related_form,00100543
2248,01686132,_derivationally_related_form,04076846
2249,01686132,_derivationally_related_form,10212780
2250,01686132,_hypernym,01619354
2251,01686132,_synset_domain_topic_of,00933420
2252,01686439,_derivationally_related_form,04800359
2253,01714208,_derivationally_related_form,10415638
2254,01714208,_hypernym,01619354
2255,01732172,_derivationally_related_form,00100543
2256,01734300,_derivationally_related_form,05301072
2257,01751545,_derivationally_related_form,05578095
2258,01752884,_hypernym,01617192
2259,01753788,_derivationally_related_form,00237869
2260,01753788,_derivationally_related_form,00240184
2261,01753788,_derivationally_related_form,00908492
2262,01753788,_derivationally_related_form,03129123
2263,01753788,_derivationally_related_form,07328942
2264,01754105,_hypernym,01617192
2265,01759326,_derivationally_related_form,00242808
2266,01759326,_derivationally_related_form,01896478
2267,01759326,_derivationally_related_form,05827253
2268,01759326,_hypernym,01617192
2269,01761706,_also_see,02585050
2270,01761706,_derivationally_related_form,07514345
2271,01761706,_derivationally_related_form,14037011
2272,01761706,_hypernym,01759326
2273,01762528,_derivationally_related_form,00242808
2274,01762528,_derivationally_related_form,01260867
2275,01762528,_derivationally_related_form,05828102
2276,01762528,_derivationally_related_form,07528470
2277,01762528,_hypernym,01770501
2278,01763813,_also_see,01887076
2279,01763813,_derivationally_related_form,03520811
2280,01767949,_derivationally_related_form,02364448
2281,01767949,_verb_group,01649999
2282,01767949,_verb_group,02108791
2283,01769843,_derivationally_related_form,00766418
2284,01769843,_derivationally_related_form,02586121
2285,01769902,_derivationally_related_form,01282014
2286,01770501,_hypernym,01767949
2287,01770802,_derivationally_related_form,07514345
2288,01770802,_hypernym,01767949
2289,01771390,_verb_group,01649999
2290,01771535,_derivationally_related_form,05984584
2291,01772960,_derivationally_related_form,07528212
2292,01772960,_derivationally_related_form,14037011
2293,01774136,_derivationally_related_form,07546465
2294,01774136,_derivationally_related_form,10162194
2295,01782519,_also_see,02056880
2296,01782519,_also_see,02513740
2297,01782519,_derivationally_related_form,04828255
2298,01787955,_derivationally_related_form,01221790
